"104","2019","9-10月","JX46278099","17968"
"105","2019","3-4月","MN08123207","5970"
"106","2019","9-10月","YJ01929379","14526"
"107","2019","7-8月","OG61337762","3264"
"108","2019","7-8月","QR92405646","16409"
"109","2019","11-12月","ZV21750880","11266"
"110","2019","3-4月","WZ87898583","17507"
"111","2019","3-4月","FS38485074","10597"
"112","2019","11-12月","OP75384787","3776"
"113","2019","9-10月","FO93251826","12673"
"114","2019","1-2月","LS61037051","13708"
"115","2019","9-10月","JR05532769","11270"
"116","2019","5-6月","JO84893056","4291"
"117","2019","3-4月","YF21529819","16102"
"118","2019","3-4月","LE19714317","12154"
"119","2019","9-10月","YN60963175","15734"
"120","2019","3-4月","AE32494887","1769"
"121","2019","7-8月","JU55965783","6287"
"122","2019","9-10月","MA83386235","1749"
"123","2019","5-6月","KN02783865","6314"
"124","2019","1-2月","XG28386399","19396"
"125","2019","1-2月","XZ01283388","17049"
"126","2019","9-10月","ZW04847042","14724"
"127","2019","9-10月","VR34641684","14035"
"128","2019","5-6月","PO65578294","1640"
"129","2019","7-8月","PS53217749","19824"
"130","2019","9-10月","EI62723810","11878"
"131","2019","5-6月","LE44637161","19299"
"132","2019","9-10月","XQ71621759","9221"
"133","2019","11-12月","MM36685043","15893"
"134","2019","3-4月","IT59501329","16611"
"135","2019","1-2月","LV96499792","6083"
"136","2019","7-8月","HA78080091","12504"
"137","2019","1-2月","AC34430938","12865"
"138","2019","9-10月","GX33078245","15965"
"139","2019","11-12月","SA70231578","1566"
"140","2019","1-2月","BZ05095350","3252"
"141","2019","5-6月","DC99900247","6492"
"142","2019","11-12月","TU00070668","18338"
"143","2019","5-6月","VM99565759","17947"
"144","2019","11-12月","XZ96461023","14159"
"145","2019","11-12月","YP75736512","6951"
"146","2019","1-2月","WM31011030","19840"
"147","2019","5-6月","YP90027040","13840"
"148","2019","9-10月","CJ17372567","6469"
"149","2019","3-4月","MV89981453","9089"
"150","2019","1-2月","XB26626951","4351"
"151","2019","7-8月","GK11260258","13782"
"152","2019","3-4月","CP97404015","5658"
"153","2019","5-6月","YM93338062","18314"
"154","2019","1-2月","NY51682135","11494"
"155","2019","7-8月","VM58927993","3288"
"156","2019","3-4月","AQ48358291","17492"
"157","2019","5-6月","VB14403319","1151"
"158","2019","1-2月","HE99263778","4821"
"159","2019","1-2月","PM37021745","5601"
"160","2019","9-10月","CG40266819","2053"
"161","2019","9-10月","GL90750431","16152"
"162","2019","5-6月","UI19291281","10586"
"163","2019","11-12月","QN55822427","18086"
"164","2019","3-4月","LP05484140","3588"
"165","2019","5-6月","DG24903974","17015"
"166","2019","5-6月","DX50421012","1470"
"167","2019","3-4月","MG21480365","4811"
"168","2019","11-12月","XO54716425","18418"
"169","2019","3-4月","ZA41623000","9300"
"170","2019","1-2月","JS69665812","19690"
"171","2019","1-2月","JY84483533","4443"
"172","2019","3-4月","YF51511500","10416"
"173","2019","3-4月","QD73587313","817"
"174","2019","1-2月","BK36739171","8380"
"175","2019","3-4月","WE86954660","8168"
"176","2019","1-2月","GD42702162","12418"
"177","2019","11-12月","GZ35014149","16935"
"178","2019","1-2月","UF66652780","16513"
"179","2019","7-8月","BR25945666","16366"
"180","2019","11-12月","OG94147385","3811"
"181","2019","7-8月","JQ97316803","14391"
"182","2019","7-8月","BI84036075","18194"
"183","2019","11-12月","YW57710630","1840"
"184","2019","7-8月","PU61062249","15138"
"185","2019","7-8月","PA23772526","14244"
"186","2019","9-10月","VU22960066","15501"
"187","2019","5-6月","IZ85665013","16665"
"188","2019","7-8月","UY85222975","16534"
"189","2019","7-8月","GD50909336","2024"
"190","2019","1-2月","VQ24982195","252"
"191","2019","7-8月","NL60329814","7762"
"192","2019","11-12月","MY98663146","16247"
"193","2019","5-6月","BJ87888468","16046"
"194","2019","1-2月","QR22764449","11923"
"195","2019","9-10月","VM02644727","476"
"196","2019","1-2月","GO81846116","16427"
"197","2019","1-2月","KG29822911","7652"
"198","2019","11-12月","KO37816806","13073"
"199","2019","1-2月","KE67251898","3306"
"200","2019","3-4月","PD46300418","3083"
"201","2019","1-2月","GE72308351","7152"
"202","2019","5-6月","RX43297163","11943"
"203","2019","5-6月","QG48602150","15015"
"204","2019","7-8月","ZL60528253","5006"
"205","2019","1-2月","YC87009077","11457"
"206","2019","7-8月","MI74436878","18267"
"207","2019","11-12月","XU61393819","10307"
"208","2019","11-12月","VA78559069","127"
"209","2019","9-10月","NF52992018","6714"
"210","2019","11-12月","WG29682345","17043"
"211","2019","11-12月","YA52071046","3603"
"212","2019","5-6月","IO37414547","16938"
"213","2019","3-4月","GD57733891","17336"
"214","2019","7-8月","JH60687572","15715"
"215","2019","5-6月","JR75196411","966"
"216","2019","11-12月","FF38713945","4481"
"217","2019","9-10月","RR65868997","18316"
"218","2019","7-8月","WH63831996","6694"
"219","2019","5-6月","RZ47079689","16490"
"220","2019","7-8月","NP09470542","1600"
"221","2019","7-8月","OV46664323","2722"
"222","2019","3-4月","RL50938631","2735"
"223","2019","7-8月","PW45107799","7824"
"224","2019","7-8月","NH73739950","1680"
"225","2019","1-2月","WO41733552","13481"
"226","2019","3-4月","JG78050107","7617"
"227","2019","5-6月","VH74418990","12362"
"228","2019","9-10月","NB53688552","10887"
"229","2019","5-6月","LF93404389","5157"
"230","2019","11-12月","ON73550440","10583"
"231","2019","11-12月","BO52208141","19712"
"232","2019","9-10月","UL61474108","4560"
"233","2019","9-10月","XF03787423","5686"
"234","2019","9-10月","BT04084410","9767"
"235","2019","7-8月","IP16958702","12251"
"236","2019","5-6月","IO95780776","8296"
"237","2019","1-2月","IS56537880","13962"
"238","2019","7-8月","QV61378708","7005"
"239","2019","9-10月","GM36625697","11561"
"240","2019","5-6月","XU16152587","12011"
"241","2019","1-2月","HP91114171","14128"
"242","2019","3-4月","JI27459332","18169"
"243","2019","7-8月","QE22688566","6945"
"244","2019","7-8月","PY80202160","1109"
"245","2019","7-8月","ZP67014963","11070"
"246","2019","1-2月","YS14277469","19912"
"247","2019","11-12月","JF62465455","14662"
"248","2019","5-6月","DK92804117","14614"
"249","2019","1-2月","SU35210862","18805"
"250","2019","3-4月","SH40865923","6094"
"251","2019","11-12月","YZ46826246","14778"
"252","2019","1-2月","BM33636140","2193"
"253","2019","7-8月","VX12535240","18799"
"254","2019","11-12月","WG21041749","2081"
"255","2019","9-10月","WC87218895","17700"
"256","2019","5-6月","SJ19311388","15407"
"257","2019","3-4月","UQ96372719","16118"
"258","2019","7-8月","HO37947346","1642"
"259","2019","3-4月","KB91886070","3850"
"260","2019","3-4月","GD58598740","18140"
"261","2019","9-10月","KI12473741","15287"
"262","2019","9-10月","CL60568241","16705"
"263","2019","1-2月","NZ07545331","2189"
"264","2019","3-4月","UB94798911","7646"
"265","2019","9-10月","NH01632931","4596"
"266","2019","7-8月","VN45142359","11312"
"267","2019","9-10月","FK56198126","6815"
"268","2019","11-12月","CC07057526","7755"
"269","2019","7-8月","UI60248032","2763"
"270","2019","1-2月","XZ98461735","46"
"271","2019","5-6月","AK11566240","2612"
"272","2019","9-10月","HP30858280","6640"
"273","2019","5-6月","SZ02138430","4517"
"274","2019","11-12月","HU31344565","7703"
"275","2019","9-10月","NA39397037","6739"
"276","2019","1-2月","ND84281740","11796"
"277","2019","1-2月","TJ90225908","3833"
"278","2019","5-6月","HH80251297","956"
"279","2019","5-6月","IN56296577","3930"
"280","2019","9-10月","XJ09721350","9448"
"281","2019","3-4月","EK40772714","16098"
"282","2019","7-8月","UK59962635","14179"
"283","2019","5-6月","CH10251167","12348"
"284","2019","7-8月","ON23832727","13063"
"285","2019","11-12月","ZS68332822","150"
"286","2019","9-10月","WV34759726","1586"
"287","2019","9-10月","OA31502451","13405"
"288","2019","3-4月","WF64390427","7156"
"289","2019","9-10月","NR65385821","19253"
"290","2019","9-10月","QI84222232","1941"
"291","2019","3-4月","SU76925152","3091"
"292","2019","7-8月","OB17990606","10511"
"293","2019","1-2月","OX73083329","11724"
"294","2019","1-2月","SL28715993","15790"
"295","2019","1-2月","AM22360744","3883"
"296","2019","5-6月","EJ66879677","11160"
"297","2019","9-10月","EQ14692624","12095"
"298","2019","3-4月","OZ89582832","16266"
"299","2019","7-8月","IN11127284","1702"
"300","2019","3-4月","HI74197191","9239"
"301","2019","5-6月","OV32601399","14443"
"302","2019","11-12月","TD64817627","16907"
"303","2019","1-2月","KF24854032","11923"
"304","2019","3-4月","NK14082710","5717"
"305","2019","9-10月","KC98077732","13799"
"306","2019","5-6月","JJ41679526","7430"
"307","2019","9-10月","HM60969803","9240"
"308","2019","1-2月","QB27609077","18443"
"309","2019","5-6月","TK21817577","6439"
"310","2019","5-6月","IT90179149","4567"
"311","2019","3-4月","IQ03304928","16488"
"312","2019","3-4月","XK51801161","9133"
"313","2019","11-12月","RB03506073","6760"
"314","2019","3-4月","AP89811950","1554"
"315","2019","11-12月","HO26725578","4601"
"316","2019","5-6月","JM84477078","4209"
"317","2019","1-2月","CC06654090","19082"
"318","2019","11-12月","NM71702751","11069"
"319","2019","7-8月","VB81250662","16334"
"320","2019","5-6月","SX97820115","12565"
"321","2019","11-12月","KA07164998","17212"
"322","2019","3-4月","LY48029113","3577"
"323","2019","3-4月","SW65293669","1150"
"324","2019","5-6月","AL37035678","10647"
"325","2019","3-4月","PL48638295","507"
"326","2019","11-12月","KG29986618","3952"
"327","2019","9-10月","PI48614925","14902"
"328","2019","9-10月","NQ97843196","553"
"329","2019","1-2月","OV92895495","2510"
"330","2019","9-10月","WO17750793","14353"
"331","2019","3-4月","UY87048452","14834"
"332","2019","3-4月","VB78317865","12150"
"333","2019","3-4月","EI15848181","10105"
"334","2019","9-10月","UR34644831","19575"
"335","2019","7-8月","MD50383221","3647"
"336","2019","9-10月","HR95195660","773"
"337","2019","3-4月","LZ11346793","15406"
"338","2019","3-4月","WH17336237","11237"
"339","2019","1-2月","WM11768439","10635"
"340","2019","1-2月","II88874385","19937"
"341","2019","9-10月","SG18284000","5725"
"342","2019","3-4月","FH26347422","14157"
"343","2019","11-12月","GN78446691","15112"
"344","2019","3-4月","SX46922037","19015"
"345","2019","11-12月","VL93304904","17576"
"346","2019","9-10月","MZ79284543","17671"
"347","2019","7-8月","MH34336082","320"
"348","2019","3-4月","AO61606559","3105"
"349","2019","9-10月","EM16622075","8902"
"350","2019","3-4月","XK22539129","3113"
"351","2019","3-4月","RZ57226507","17089"
"352","2019","7-8月","UG76760814","16467"
"353","2019","5-6月","LW16711761","3215"
"354","2019","5-6月","LD17848537","5152"
"355","2019","1-2月","RG83774283","13153"
"356","2019","11-12月","QS64576227","7719"
"357","2019","7-8月","AO50974536","14537"
"358","2019","3-4月","YV49863982","19269"
"359","2019","5-6月","QZ46541981","2888"
"360","2019","11-12月","ZM82602605","18009"
"361","2019","1-2月","UB81026593","1450"
"362","2019","3-4月","HA36395726","18223"
"363","2019","5-6月","YP52250042","6310"
"364","2019","3-4月","VO54027481","4483"
"365","2019","7-8月","ZC12290194","11015"
"366","2019","7-8月","PI36984322","18964"
"367","2019","3-4月","CI25840882","15809"
"368","2019","11-12月","BA37645033","7449"
"369","2019","11-12月","LQ19635305","5612"
"370","2019","9-10月","EA49281592","15749"
"371","2019","3-4月","KS81632138","7175"
"372","2019","1-2月","KX43028279","12269"
"373","2019","9-10月","PH16648700","4059"
"374","2019","3-4月","KR57001588","822"
"375","2019","7-8月","JA96155984","7899"
"376","2019","11-12月","SB30905651","10300"
"377","2019","7-8月","RP40930544","2981"
"378","2019","3-4月","KT28998488","18052"
"379","2019","11-12月","VT26145704","13022"
"380","2019","3-4月","AU35127170","9382"
"381","2019","7-8月","XE97266803","16244"
"382","2019","7-8月","PC67520560","13747"
"383","2019","7-8月","KU26274090","215"
"384","2019","7-8月","FH15139677","17939"
"385","2019","3-4月","XX29475880","11447"
"386","2019","1-2月","HA21184987","19350"
"387","2019","5-6月","ZV25406132","19996"
"388","2019","11-12月","XZ14655984","17711"
"389","2019","11-12月","QO23856649","10598"
"390","2019","7-8月","YI70809084","917"
"391","2019","7-8月","BC43657064","8154"
"392","2019","7-8月","JF07509319","19410"
"393","2019","7-8月","GA35694640","18913"
"394","2019","3-4月","BC23501146","10185"
"395","2019","11-12月","DS45588189","11194"
"396","2019","3-4月","YR46131949","5702"
"397","2019","7-8月","BK10341990","9238"
"398","2019","3-4月","IR56156092","6394"
"399","2019","3-4月","NC59390311","10697"
"400","2019","3-4月","EU17230736","8144"
"401","2019","1-2月","QJ39949398","8096"
"402","2019","1-2月","MV73012465","3310"
"403","2019","9-10月","WI16065306","3484"
"404","2019","9-10月","XC92669804","15169"
"405","2019","5-6月","YA56269290","3466"
"406","2019","1-2月","NX99569924","17734"
"407","2019","9-10月","RK41316473","17064"
"408","2019","1-2月","UY33908432","5353"
"409","2019","9-10月","DN89853438","5339"
"410","2019","5-6月","RM06289631","17275"
"411","2019","9-10月","YE49378884","5033"
"412","2019","7-8月","LA15335639","5302"
"413","2019","5-6月","MT94260053","16455"
"414","2019","11-12月","NM12472904","14736"
"415","2019","9-10月","UN29660027","1830"
"416","2019","9-10月","AU29941601","14980"
"417","2019","3-4月","QI85957299","9040"
"418","2019","3-4月","IL84155965","3163"
"419","2019","7-8月","KF05628747","16687"
"420","2019","9-10月","RC58396081","18184"
"421","2019","3-4月","HR70506037","7462"
"422","2019","11-12月","SH43690205","5358"
"423","2019","7-8月","JJ47574757","11053"
"424","2019","1-2月","RL69524025","6496"
"425","2019","9-10月","GM74559961","14486"
"426","2019","3-4月","RX72342365","5114"
"427","2019","1-2月","AC37794691","5933"
"428","2019","11-12月","UJ08682590","9844"
"429","2019","11-12月","FS86569645","4236"
"430","2019","1-2月","XP82554405","15624"
"431","2019","1-2月","MH62445312","10912"
"432","2019","3-4月","XJ55042768","14512"
"433","2019","9-10月","LI01847276","703"
"434","2019","11-12月","FC66418431","11886"
"435","2019","7-8月","EN25722900","6329"
"436","2019","3-4月","XM71102396","7018"
"437","2019","7-8月","DJ03893950","5036"
"438","2019","5-6月","JX77724411","11113"
"439","2019","5-6月","FC80310953","15049"
"440","2019","5-6月","KN89042039","4700"
"441","2019","5-6月","OQ70234527","19644"
"442","2019","11-12月","MY48515067","5110"
"443","2019","5-6月","FD66346769","17955"
"444","2019","11-12月","RM41714804","2518"
"445","2019","9-10月","EZ38585675","8950"
"446","2019","1-2月","DE81081805","15529"
"447","2019","3-4月","ZC41148276","17317"
"448","2019","3-4月","UA69442051","8509"
"449","2019","11-12月","DR54963243","9455"
"450","2019","9-10月","TC79444778","11453"
"451","2019","11-12月","AI13648857","1796"
"452","2019","11-12月","IB74808911","2073"
"453","2019","1-2月","OS05889514","19625"
"454","2019","5-6月","BD13713325","4188"
"455","2019","5-6月","OO68934604","15147"
"456","2019","9-10月","QA07693048","17234"
"457","2019","11-12月","XW79287696","6536"
"458","2019","9-10月","IF50726370","5536"
"459","2019","1-2月","QH01038667","15385"
"460","2019","11-12月","KQ85159357","17888"
"461","2019","7-8月","TV99205747","17700"
"462","2019","1-2月","CM90295774","2443"
"463","2019","9-10月","QJ66999585","2583"
"464","2019","9-10月","AF74108709","9481"
"465","2019","9-10月","CR11658333","15638"
"466","2019","11-12月","EI76268740","12085"
"467","2019","11-12月","XD94040385","136"
"468","2019","3-4月","OT79528457","19781"
"469","2019","7-8月","YD83064917","7381"
"470","2019","5-6月","ED74798144","12318"
"471","2019","7-8月","KD97482185","15557"
"472","2019","7-8月","QW92604493","1408"
"473","2019","1-2月","HI56347701","9310"
"474","2019","9-10月","KW98595643","9083"
"475","2019","5-6月","HX77138983","6752"
"476","2019","5-6月","DQ86042306","7795"
"477","2019","9-10月","FB99775425","12572"
"478","2019","3-4月","OV13364122","14319"
"479","2019","11-12月","JJ33588259","17483"
"480","2019","3-4月","FZ10913685","12689"
"481","2019","3-4月","MI77637439","1043"
"482","2019","5-6月","HA08892003","9857"
"483","2019","11-12月","YG62561307","11898"
"484","2019","9-10月","UO73746474","3457"
"485","2019","1-2月","RU12208638","15956"
"486","2019","7-8月","PG73634041","15326"
"487","2019","1-2月","ZT63749066","12739"
"488","2019","7-8月","NF64794306","15879"
"489","2019","7-8月","ZF39445476","1353"
"490","2019","9-10月","RE38879539","12163"
"491","2019","3-4月","DH73928711","6748"
"492","2019","11-12月","KM81505349","19616"
"493","2019","11-12月","IR31762183","19353"
"494","2019","11-12月","WM74620285","6776"
"495","2019","7-8月","GC13517249","3779"
"496","2019","9-10月","IF27574589","7632"
"497","2019","3-4月","NR11871492","12583"
"498","2019","11-12月","VI37338798","15838"
"499","2019","5-6月","KA23049605","10530"
"500","2019","7-8月","GV85187372","10330"
"501","2019","9-10月","OO82104526","9783"
"502","2019","7-8月","PD03599417","17018"
"503","2019","11-12月","YI49749941","4933"
"504","2019","3-4月","FB37237622","13788"
"505","2019","3-4月","EG20416129","16533"
"506","2019","11-12月","EL47194502","12887"
"507","2019","1-2月","ZS74844002","144"
"508","2019","3-4月","PG46872346","19120"
"509","2019","7-8月","IP84010189","1385"
"510","2019","1-2月","IM51400003","274"
"511","2019","1-2月","HM27623371","12837"
"512","2019","1-2月","OO25615415","12170"
"513","2019","11-12月","ZQ09465580","2187"
"514","2019","5-6月","AD36155984","19727"
"515","2019","7-8月","VW76243143","18497"
"516","2019","7-8月","YM30643158","14611"
"517","2019","7-8月","MJ09507071","15873"
"518","2019","9-10月","UL36576894","13318"
"519","2019","1-2月","HJ62215793","398"
"520","2019","1-2月","UA88168249","2776"
"521","2019","11-12月","SG58561721","10605"
"522","2019","9-10月","JR21628094","811"
"523","2019","1-2月","WC80208992","8268"
"524","2019","11-12月","VI23769842","119"
"525","2019","7-8月","KI41686311","13495"
"526","2019","9-10月","EV48784867","7955"
"527","2019","1-2月","JF23216503","2130"
"528","2019","9-10月","VA41272087","13234"
"529","2019","5-6月","OE46970167","1685"
"530","2019","11-12月","ED03481905","11964"
"531","2019","9-10月","SE47935523","9195"
"532","2019","1-2月","GS78493941","11085"
"533","2019","5-6月","MP36889669","9244"
"534","2019","3-4月","MU16415261","12459"
"535","2019","1-2月","GU30162775","15027"
"536","2019","5-6月","JZ26323849","15573"
"537","2019","3-4月","BR64211409","9109"
"538","2019","1-2月","FG69712787","5118"
"539","2019","3-4月","JJ71375983","931"
"540","2019","3-4月","AL76723676","16719"
"541","2019","11-12月","DH94257367","6452"
"542","2019","5-6月","PH51858350","7230"
"543","2019","7-8月","BS53349549","10573"
"544","2019","3-4月","YE69385135","8867"
"545","2019","3-4月","YP45176485","19802"
"546","2019","9-10月","AW47058257","10623"
"547","2019","3-4月","BV13454802","9515"
"548","2019","11-12月","MG20660680","48"
"549","2019","9-10月","NG00482874","12537"
"550","2019","3-4月","GF28819725","19160"
"551","2019","7-8月","SX71209479","11634"
"552","2019","7-8月","PM12660766","7949"
"553","2019","1-2月","ZV47398543","16598"
"554","2019","7-8月","NW90855408","2249"
"555","2019","1-2月","FY40388223","14521"
"556","2019","11-12月","DI51935054","19305"
"557","2019","5-6月","SI45982863","10792"
"558","2019","1-2月","BD91243448","1169"
"559","2019","9-10月","YZ93868586","14225"
"560","2019","5-6月","CS08894037","17239"
"561","2019","7-8月","SJ75328967","7321"
"562","2019","9-10月","OK87399293","5213"
"563","2019","1-2月","OM07151839","3140"
"564","2019","11-12月","KZ95176088","7776"
"565","2019","9-10月","TO25211070","19121"
"566","2019","1-2月","JP89687897","2686"
"567","2019","7-8月","TD72157397","12877"
"568","2019","7-8月","WL71658514","13367"
"569","2019","3-4月","LL95956813","16200"
"570","2019","1-2月","LL70193423","19170"
"571","2019","9-10月","MT77359061","17465"
"572","2019","7-8月","AC71577057","14643"
"573","2019","3-4月","OQ25777915","15482"
"574","2019","1-2月","PB43144272","4818"
"575","2019","7-8月","JM45469174","10015"
"576","2019","7-8月","WV53638152","11369"
"577","2019","9-10月","SK85855710","10223"
"578","2019","11-12月","MN29540768","17980"
"579","2019","3-4月","ZH42508489","2149"
"580","2019","5-6月","RB64121559","19427"
"581","2019","3-4月","ZY62041717","15431"
"582","2019","5-6月","NC43132469","12468"
"583","2019","1-2月","OD45201223","12283"
"584","2019","1-2月","RR76292936","5216"
"585","2019","3-4月","JQ47704505","18281"
"586","2019","11-12月","LQ58261797","6711"
"587","2019","3-4月","FS16134066","2005"
"588","2019","9-10月","OL07724028","17624"
"589","2019","7-8月","AQ36099093","11373"
"590","2019","11-12月","ZR51487916","773"
"591","2019","7-8月","RM85119166","16117"
"592","2019","9-10月","YT48486299","11914"
"593","2019","7-8月","KE68081806","13980"
"594","2019","11-12月","CF47657394","12271"
"595","2019","1-2月","BS63458450","2639"
"596","2019","11-12月","HA51183492","13832"
"597","2019","7-8月","ER90715563","16727"
"598","2019","3-4月","AM49213250","7069"
"599","2019","5-6月","EZ12638144","4746"
"600","2019","7-8月","SE05860768","1893"
"601","2019","3-4月","QI27903798","6044"
"602","2019","5-6月","ET00521629","19727"
"603","2019","3-4月","JF40119665","18717"
"604","2019","5-6月","WZ06624459","3892"
"605","2019","1-2月","ZN82392717","19663"
"606","2019","7-8月","VD66261730","662"
"607","2019","9-10月","TO23459162","13418"
"608","2019","11-12月","JO79316705","18596"
"609","2019","1-2月","SV63855992","7969"
"610","2019","7-8月","AQ43858162","11634"
"611","2019","1-2月","MT37913845","4034"
"612","2019","1-2月","PQ03546259","12662"
"613","2019","7-8月","RU29253493","13936"
"614","2019","9-10月","FH51157784","12445"
"615","2019","11-12月","BB99967265","9115"
"616","2019","7-8月","JS64212245","13994"
"617","2019","5-6月","ES18641047","307"
"618","2019","7-8月","GM19737480","15867"
"619","2019","11-12月","EL71944915","13886"
"620","2019","1-2月","TT90534011","18271"
"621","2019","7-8月","IX08589962","8862"
"622","2019","11-12月","IT20597090","2929"
"623","2019","7-8月","IC07839790","15984"
"624","2019","11-12月","YH73964959","19502"
"625","2019","11-12月","PW08494714","18075"
"626","2019","9-10月","NJ48365780","13768"
"627","2019","11-12月","UF36106458","12488"
"628","2019","7-8月","KJ39395791","19369"
"629","2019","3-4月","LR04791981","6724"
"630","2019","3-4月","PL06965247","352"
"631","2019","1-2月","EB97730864","11057"
"632","2019","7-8月","IA21712917","8820"
"633","2019","1-2月","UB01471991","19514"
"634","2019","9-10月","IF90245899","3391"
"635","2019","11-12月","LT82239237","9784"
"636","2019","7-8月","EA89157041","18655"
"637","2019","9-10月","MC30513670","15419"
"638","2019","11-12月","MP38509354","2984"
"639","2019","11-12月","MD20436591","10227"
"640","2019","5-6月","YF59912538","7587"
"641","2019","1-2月","ZY24752342","15927"
"642","2019","7-8月","EF61063881","3578"
"643","2019","5-6月","KC24637984","14495"
"644","2019","9-10月","EI70600521","18550"
"645","2019","7-8月","DJ52291822","18887"
"646","2019","9-10月","KB91773840","4723"
"647","2019","11-12月","OE18556868","8906"
"648","2019","1-2月","ES35432690","1488"
"649","2019","11-12月","RE70513888","3165"
"650","2019","5-6月","VI51716930","17592"
"651","2019","3-4月","MN29640607","2542"
"652","2019","9-10月","YH68954055","11158"
"653","2019","3-4月","DM14578126","195"
"654","2019","1-2月","QB70619263","57"
"655","2019","11-12月","IL42081175","1230"
"656","2019","1-2月","NW55775174","9432"
"657","2019","1-2月","FM78710181","9344"
"658","2019","9-10月","KG03135603","1895"
"659","2019","7-8月","TO82981622","7944"
"660","2019","1-2月","GM98878447","7694"
"661","2019","3-4月","FB73028322","3714"
"662","2019","9-10月","UD74697569","11709"
"663","2019","1-2月","IV77983118","10412"
